timestamp(ms),hall_analog,hall_mT,hall_mT_filtered,
"40.193","563","33.32","567.24",
"40.2","574","40.51","567.68",
"40.207","561","32.02","567.16",
"40.214","572","39.2","567.64",
"40.221","559","30.71","567.12",
"40.228","571","38.55","567.64",
"40.236","565","34.63","567.44",
"40.243","569","37.24","567.68",
"40.25","573","39.86","567.88",
"40.256","568","36.59","567.76",
"40.263","578","43.12","568.24",
"40.27","567","35.94","567.88",
"40.278","577","42.47","568.4",
"40.285","565","34.63","568",
"40.292","576","41.82","568.6",
"40.299","563","33.32","568.24",
"40.306","575","41.16","568.92",
"40.313","564","33.98","568.64",
"40.32","574","40.51","569.2",
"40.327","572","39.2","569.32",
"40.334","573","39.86","569.6",
"40.341","581","45.08","570.16",
"40.348","571","38.55","570.04",
"40.355","582","45.74","570.72",
"40.363","570","37.9","570.52",
"40.37","582","45.74","571.28",
"40.377","569","37.24","571.08",
"40.383","581","45.08","571.88",
"40.39","568","36.59","571.72",
"40.397","581","45.08","572.6",
"40.404","575","41.16","572.76",
"40.412","580","44.43","573.36",
"40.419","583","46.39","573.92",
"40.426","579","43.78","574.16",
"40.433","589","50.31","575",
"40.44","578","43.12","575",
"40.446","590","50.96","575.92",
"40.454","578","43.12","575.96",
"40.461","590","50.96","576.96",
"40.468","576","41.82","576.96",
"40.475","588","49.66","577.96",
"40.482","577","42.47","578.04",
"40.489","587","49","578.96",
"40.497","586","48.35","579.44",
"40.504","586","48.35","580",
"40.51","594","53.58","580.84",
"40.517","583","46.39","580.92",
"40.524","594","53.58","581.84",
"40.531","581","45.08","581.8",
"40.539","592","52.27","582.68",
"40.546","577","42.47","582.48",
"40.553","589","50.31","583.28",
"40.56","575","41.16","583.04",
"40.567","587","49","583.8",
"40.574","581","45.08","583.8",
"40.581","585","47.7","584.2",
"40.588","587","49","584.48",
"40.595","583","46.39","584.48",
"40.602","592","52.27","585",
"40.609","579","43.78","584.6",
"40.616","590","50.96","585.08",
"40.624","576","41.82","584.52",
"40.631","587","49","584.88",
"40.638","573","39.86","584.2",
"40.644","584","47.04","584.52",
"40.651","572","39.2","583.88",
"40.658","581","45.08","584.04",
"40.666","579","43.78","583.72",
"40.673","578","43.12","583.4",
"40.68","585","47.7","583.36",
"40.687","574","40.51","582.56",
"40.694","583","46.39","582.56",
"40.701","570","37.9","581.6",
"40.708","581","45.08","581.6",
"40.715","566","35.28","580.56",
"40.722","577","42.47","580.56",
"40.729","563","33.32","579.52",
"40.736","575","41.16","579.52",
"40.743","567","35.94","578.72",
"40.751","572","39.2","578.36",
"40.758","573","39.86","577.88",
"40.765","569","37.24","577.16",
"40.771","579","43.78","577",
"40.778","566","35.28","575.96",
"40.785","576","41.82","575.84",
"40.793","563","33.32","574.76",
"40.8","574","40.51","574.68",
"40.807","560","31.36","573.6",
"40.814","572","39.2","573.56",
"40.821","561","32.02","572.64",
"40.828","571","38.55","572.6",
"40.835","569","37.24","572.12",
"40.842","568","36.59","571.68",
"40.849","576","41.82","571.6",
"40.856","567","35.94","570.88",
"40.863","576","41.82","570.96",
"40.87","563","33.32","570.16",
"40.878","575","41.16","570.36",
"40.885","561","32.02","569.56",
"40.892","572","39.2","569.8",
"40.898","558","30.06","569.04",
"40.905","570","37.9","569.32",
"40.912","563","33.32","568.84",
"40.92","568","36.59","568.88",
"40.927","571","38.55","568.84",
"40.934","566","35.28","568.56",
"40.941","576","41.82","568.84",
"40.948","563","33.32","568.2",
"40.955","574","40.51","568.52",
"40.962","561","32.02","567.92",
"40.969","572","39.2","568.28",
"40.976","558","30.06","567.64",
"40.983","570","37.9","568.04",
"40.99","558","30.06","567.48",
"40.997","568","36.59","567.76",
"41.005","566","35.28","567.56",
"41.012","566","35.28","567.44",
"41.019","573","39.86","567.64",
"41.025","564","33.98","567.16",
"41.032","574","40.51","567.44",
"41.039","561","32.02","566.84",
"41.047","572","39.2","567.2",
"41.054","558","30.06","566.52",
"41.061","570","37.9","566.88",
"41.068","555","28.1","566.2",
"41.075","568","36.59","566.6",
"41.082","561","32.02","566.24",
"41.089","566","35.28","566.36",
"41.096","568","36.59","566.36",
"41.103","564","33.98","566.08",
"41.11","573","39.86","566.36",
"41.117","561","32.02","565.76",
"41.124","572","39.2","566.12",
"41.132","559","30.71","565.52",
"41.139","570","37.9","565.88",
"41.146","556","28.75","565.24",
"41.152","568","36.59","565.64",
"41.159","557","29.4","565.12",
"41.166","566","35.28","565.44",
"41.174","564","33.98","565.28",
"41.181","565","34.63","565.24",
"41.188","571","38.55","565.44",
"41.195","562","32.67","565",
"41.202","572","39.2","565.32",
"41.209","560","31.36","564.76",
"41.216","571","38.55","565.16",
"41.223","558","30.06","564.6",
"41.23","569","37.24","565.04",
"41.237","556","28.75","564.48",
"41.244","568","36.59","565",
"41.251","562","32.67","564.76",
"41.259","566","35.28","564.96",
"41.266","570","37.9","565.12",
"41.273","564","33.98","564.96",
"41.279","574","40.51","565.36",
"41.286","562","32.67","564.92",
"41.293","572","39.2","565.36",
"41.3","559","30.71","564.84",
"41.308","570","37.9","565.28",
"41.315","556","28.75","564.72",
"41.322","567","35.94","565.16",
"41.329","556","28.75","564.68",
"41.336","566","35.28","565.04",
"41.342","563","33.32","564.92",
"41.35","563","33.32","564.88",
"41.357","571","38.55","565.12",
"41.364","560","31.36","564.68",
"41.371","570","37.9","565",
"41.378","557","29.4","564.4",
"41.385","568","36.59","564.72",
"41.393","555","28.1","564.08",
"41.4","566","35.28","564.4",
"41.406","552","26.14","563.72",
"41.413","564","33.98","564.04",
"41.42","557","29.4","563.6",
"41.427","561","32.02","563.56",
"41.435","564","33.98","563.48",
"41.442","559","30.71","563.04",
"41.449","569","37.24","563.24",
"41.456","556","28.75","562.52",
"41.463","567","35.94","562.72",
"41.469","554","27.44","562",
"41.477","564","33.98","562.2",
"41.484","550","24.83","561.4",
"41.491","562","32.67","561.64",
"41.498","551","25.48","561",
"41.505","560","31.36","561.16",
"41.512","557","29.4","560.8",
"41.52","558","30.06","560.6",
"41.527","566","35.28","560.72",
"41.533","555","28.1","560.08",
"41.54","565","34.63","560.28",
"41.547","553","26.79","559.6",
"41.554","563","33.32","559.84",
"41.562","549","24.18","559.08",
"41.569","561","32.02","559.32",
"41.576","547","22.87","558.56",
"41.583","560","31.36","558.88",
"41.59","552","26.14","558.4",
"41.597","556","28.75","558.36",
"41.604","559","30.71","558.28",
"41.611","554","27.44","557.88",
"41.618","564","33.98","558.08",
"41.625","551","25.48","557.36",
"41.632","562","32.67","557.6",
"41.639","549","24.18","556.88",
"41.647","560","31.36","557.12",
"41.654","546","22.22","556.4",
