timestamp(ms),Hall analog (raw),Solenoid value (0-255),
"12.015","520",,
"12.017",,"114",
"12.02","512",,
"12.023",,"114",
"12.025","519",,
"12.028",,"114",
"12.032","515",,
"12.035",,"114",
"12.037","513",,
"12.04",,"114",
"12.042","522",,
"12.045",,"114",
"12.048","511",,
"12.051",,"114",
"12.053","518",,
"12.056",,"114",
"12.059","515",,
"12.062",,"114",
"12.064","512",,
"12.067",,"114",
"12.069","522",,
"12.072",,"114",
"12.076","512",,
"12.079",,"114",
"12.081","518",,
"12.084",,"114",
"12.087","517",,
"12.09",,"114",
"12.092","512",,
"12.095",,"114",
"12.097","521",,
"12.1",,"114",
"12.103","512",,
"12.106",,"114",
"12.108","517",,
"12.111",,"114",
"12.114","517",,
"12.118",,"114",
"12.12","511",,
"12.123",,"114",
"12.125","521",,
"12.128",,"115",
"12.131","513",,
"12.134",,"115",
"12.136","516",,
"12.139",,"115",
"12.142","518",,
"12.145",,"115",
"12.147","511",,
"12.15",,"115",
"12.152","520",,
"12.155",,"115",
"12.158","513",,
"12.162",,"115",
"12.164","515",,
"12.167",,"115",
"12.17","518",,
"12.172",,"115",
"12.175","511",,
"12.178",,"115",
"12.18","520",,
"12.183",,"115",
"12.186","513",,
"12.189",,"115",
"12.191","515",,
"12.194",,"115",
"12.197","520",,
"12.199",,"115",
"12.203","511",,
"12.206",,"115",
"12.208","519",,
"12.211",,"115",
"12.214","513",,
"12.217",,"115",
"12.219","514",,
"12.222",,"115",
"12.225","520",,
"12.227",,"115",
"12.23","511",,
"12.233",,"115",
"12.235","519",,
"12.238",,"116",
"12.241","515",,
"12.244",,"116",
"12.247","514",,
"12.25",,"116",
"12.253","522",,
"12.255",,"116",
"12.258","512",,
"12.261",,"116",
"12.263","518",,
"12.266",,"116",
"12.269","514",,
"12.272",,"116",
"12.274","513",,
"12.277",,"116",
"12.28","522",,
"12.282",,"116",
"12.285","512",,
"12.289",,"116",
"12.291","518",,
"12.294",,"116",
"12.297","516",,
"12.3",,"116",
"12.302","513",,
"12.305",,"116",
"12.307","522",,
"12.31",,"116",
"12.313","512",,
"12.316",,"116",
"12.318","517",,
"12.321",,"116",
"12.324","516",,
"12.327",,"116",
"12.329","512",,
"12.333",,"116",
"12.335","522",,
"12.338",,"116",
"12.341","512",,
"12.344",,"116",
"12.346","517",,
"12.349",,"117",
"12.352","518",,
"12.355",,"117",
"12.357","512",,
"12.36",,"117",
"12.362","521",,
"12.365",,"117",
"12.368","512",,
"12.371",,"117",
"12.374","516",,
"12.377",,"117",
"12.38","517",,
"12.383",,"117",
"12.385","511",,
"12.388",,"117",
"12.39","521",,
"12.393",,"117",
"12.396","513",,
"12.399",,"117",
"12.401","516",,
"12.404",,"117",
"12.407","519",,
"12.41",,"117",
"12.412","511",,
"12.416",,"117",
"12.418","520",,
"12.421",,"117",
"12.424","513",,
"12.427",,"117",
"12.429","515",,
"12.432",,"117",
"12.435","519",,
"12.437",,"117",
"12.44","511",,
"12.443",,"117",
"12.445","520",,
"12.448",,"117",
"12.451","514",,
"12.454",,"117",
"12.456","515",,
"12.46",,"118",
"12.463","521",,
"12.465",,"118",
"12.468","512",,
"12.471",,"118",
"12.473","519",,
"12.476",,"118",
"12.479","514",,
"12.482",,"118",
"12.484","514",,
"12.487",,"118",
"12.49","521",,
"12.492",,"118",
"12.495","511",,
"12.498",,"118",
"12.5","519",,
"12.504",,"118",
"12.507","515",,
"12.51",,"118",
"12.512","514",,
"12.515",,"118",
"12.518","522",,
"12.52",,"118",
"12.523","512",,
"12.526",,"118",
"12.528","518",,
"12.531",,"118",
"12.534","515",,
"12.537",,"118",
"12.539","513",,
"12.542",,"118",
"12.545","523",,
"12.548",,"118",
"12.551","512",,
"12.554",,"118",
"12.556","518",,
"12.559",,"118",
"12.562","517",,
"12.565",,"118",
"12.567","513",,
"12.57",,"119",
"12.572","522",,
"12.575",,"119",
"12.578","512",,
"12.581",,"119",
"12.583","517",,
"12.587",,"119",
"12.59","517",,
"12.593",,"119",
"12.595","511",,
"12.598",,"119",
"12.6","522",,
"12.603",,"119",
"12.606","513",,
"12.609",,"119",
"12.611","517",,
"12.614",,"119",
"12.617","519",,
"12.62",,"119",
"12.622","512",,
"12.625",,"119",
"12.627","521",,
"12.631",,"119",
"12.634","513",,
"12.637",,"119",
"12.639","516",,
"12.642",,"119",
"12.645","519",,
"12.648",,"119",
"12.65","511",,
"12.653",,"119",
"12.655","521",,
"12.658",,"119",
"12.661","514",,
"12.664",,"119",
"12.666","516",,
"12.669",,"119",
"12.673","520",,
"12.675",,"119",
"12.678","511",,
"12.681",,"120",
"12.683","520",,
"12.686",,"120",
"12.689","514",,
"12.692",,"120",
"12.694","514",,
"12.697",,"120",
"12.7","520",,
"12.702",,"120",
"12.705","512",,
"12.708",,"120",
"12.71","520",,
"12.713",,"120",
"12.717","515",,
"12.72",,"120",
"12.722","515",,
"12.725",,"120",
"12.728","522",,
"12.73",,"120",
"12.733","512",,
"12.736",,"120",
"12.738","518",,
"12.741",,"120",
"12.744","515",,
"12.747",,"120",
"12.749","513",,
"12.752",,"120",
"12.755","522",,
"12.758",,"120",
"12.761","512",,
"12.764",,"120",
"12.766","519",,
"12.769",,"120",
"12.772","516",,
"12.775",,"120",
"12.777","513",,
"12.78",,"120",
"12.782","522",,
"12.785",,"120",
"12.788","512",,
"12.791",,"121",
"12.793","517",,
"12.796",,"121",
"12.8","517",,
"12.803",,"121",
"12.805","512",,
"12.808",,"121",
"12.81","522",,
"12.813",,"121",
"12.816","513",,
"12.819",,"121",
"12.821","517",,
"12.824",,"121",
"12.827","518",,
"12.83",,"121",
"12.832","514",,
"12.835",,"121",
"12.837","521",,
"12.84",,"121",
"12.844","512",,
"12.847",,"121",
"12.849","516",,
"12.852",,"121",
"12.855","518",,
"12.858",,"121",
"12.86","511",,
"12.863",,"121",
"12.865","522",,
"12.868",,"121",
"12.871","513",,
"12.874",,"121",
"12.876","517",,
"12.879",,"121",
"12.882","520",,
"12.886",,"121",
"12.888","511",,
"12.891",,"122",
"12.893","521",,
"12.896",,"122",
"12.899","514",,
"12.902",,"122",
"12.904","515",,
"12.907",,"122",
"12.91","520",,
"12.912",,"122",
"12.915","511",,
"12.918",,"122",
"12.92","521",,
"12.923",,"122",
"12.926","515",,
"12.93",,"122",
"12.932","515",,
"12.935",,"122",
"12.938","521",,
"12.94",,"122",
"12.943","512",,
"12.946",,"122",
"12.948","519",,
"12.951",,"122",
"12.954","514",,
"12.957",,"122",
"12.959","514",,
"12.962",,"122",
"12.965","522",,
"12.967",,"122",
"12.971","512",,
"12.974",,"122",
"12.976","520",,
"12.979",,"122",
"12.982","516",,
"12.985",,"122",
"12.987","514",,
"12.99",,"122",
"12.993","523",,
"12.995",,"122",
"12.998","512",,
"13.001",,"123",
"13.003","519",,
"13.006",,"123",
"13.009","516",,
"13.012",,"123",
"13.015","513",,
"13.018",,"123",
"13.021","523",,
"13.023",,"123",
"13.026","513",,
"13.029",,"123",
"13.031","518",,
"13.034",,"123",
"13.037","518",,
"13.04",,"123",
"13.042","513",,
"13.045",,"123",
"13.047","522",,
"13.05",,"123",
"13.053","512",,
"13.057",,"123",
"13.059","517",,
"13.062",,"123",
"13.065","518",,
"13.068",,"123",
"13.07","511",,
"13.073",,"123",
"13.075","522",,
"13.078",,"123",
"13.081","513",,
"13.084",,"123",
"13.086","517",,
"13.089",,"123",
"13.092","519",,
"13.095",,"123",
"13.097","512",,
"13.101",,"123",
"13.103","521",,
"13.106",,"123",
"13.109","513",,
"13.112",,"124",
"13.114","516",,
"13.117",,"124",
"13.12","520",,
"13.123",,"124",
"13.125","512",,
"13.128",,"124",
"13.13","521",,
"13.133",,"124",
"13.136","515",,
"13.139",,"124",
"13.142","516",,
"13.145",,"124",
"13.148","522",,
"13.151",,"124",
"13.153","511",,
"13.156",,"124",
"13.158","520",,
"13.161",,"124",
"13.164","514",,
"13.167",,"124",
"13.169","515",,
"13.172",,"124",
"13.175","521",,
"13.177",,"124",
"13.18","512",,
"13.184",,"124",
"13.186","520",,
"13.189",,"124",
"13.192","516",,
"13.195",,"124",
"13.197","515",,
"13.2",,"124",
"13.203","523",,
"13.205",,"124",
"13.208","512",,
"13.211",,"124",
"13.213","519",,
"13.216",,"124",
"13.219","515",,
"13.222",,"125",
"13.224","514",,
"13.228",,"125",
"13.231","523",,
"13.233",,"125",
"13.236","512",,
"13.239",,"125",
"13.241","519",,
"13.244",,"125",
"13.247","517",,
"13.25",,"125",
"13.252","514",,
"13.255",,"125",
"13.258","523",,
"13.26",,"125",
"13.263","512",,
"13.266",,"125",
"13.268","518",,
"13.272",,"125",
"13.275","517",,
"13.278",,"125",
"13.28","513",,
"13.283",,"125",
"13.285","523",,
"13.288",,"125",
"13.291","513",,
"13.294",,"125",
"13.296","518",,
"13.299",,"125",
"13.302","519",,
"13.305",,"125",
"13.307","513",,
"13.31",,"125",
"13.313","522",,
"13.316",,"125",
"13.319","513",,
"13.322",,"125",
"13.324","517",,
"13.327",,"125",
"13.33","519",,
"13.333",,"126",
"13.335","512",,
"13.338",,"126",
"13.34","522",,
"13.343",,"126",
"13.346","514",,
"13.349",,"126",
"13.351","517",,
"13.355",,"126",
"13.358","521",,
"13.361",,"126",
"13.363","512",,
"13.366",,"126",
"13.368","521",,
"13.371",,"126",
"13.374","514",,
"13.377",,"126",
"13.379","516",,
"13.382",,"126",
"13.385","520",,
"13.388",,"126",
"13.39","512",,
"13.393",,"126",
"13.395","521",,
"13.399",,"126",
"13.402","515",,
"13.405",,"126",
"13.407","516",,
"13.41",,"126",
"13.413","522",,
"13.415",,"126",
"13.418","511",,
"13.421",,"126",
"13.423","520",,
"13.426",,"126",
"13.429","515",,
"13.432",,"126",
"13.434","515",,
"13.437",,"126",
"13.441","522",,
"13.443",,"127",
"13.446","512",,
"13.449",,"127",
"13.451","520",,
"13.454",,"127",
"13.457","517",,
"13.46",,"127",
"13.462","515",,
"13.465",,"127",
"13.468","524",,
"13.47",,"127",
"13.473","512",,
"13.476",,"127",
"13.478","519",,
"13.481",,"127",
"13.485","516",,
"13.488",,"127",
"13.49","514",,
"13.493",,"127",
"13.496","524",,
"13.498",,"127",
"13.501","513",,
"13.504",,"127",
"13.506","519",,
"13.509",,"127",
"13.512","518",,
"13.515",,"127",
"13.517","514",,
"13.52",,"127",
"13.522","523",,
"13.526",,"127",
"13.529","513",,
"13.532",,"127",
"13.534","518",,
"13.537",,"127",
"13.54","518",,
"13.543",,"127",
"13.545","513",,
"13.548",,"127",
"13.55","523",,
"13.553",,"128",
"13.556","513",,
"13.559",,"128",
"13.561","518",,
"13.564",,"128",
"13.568","520",,
"13.571",,"128",
"13.573","513",,
"13.576",,"128",
"13.578","522",,
"13.581",,"128",
"13.584","514",,
"13.587",,"128",
"13.589","517",,
"13.592",,"128",
"13.595","521",,
"13.598",,"128",
"13.6","512",,
"13.603",,"128",
"13.605","521",,
"13.608",,"128",
"13.612","514",,
"13.615",,"128",
"13.617","516",,
"13.62",,"128",
"13.623","521",,
"13.626",,"128",
"13.628","512",,
"13.631",,"128",
"13.633","521",,
"13.636",,"128",
"13.639","516",,
"13.642",,"128",
"13.644","516",,
"13.647",,"128",
"13.65","523",,
"13.652",,"128",
"13.656","512",,
"13.659",,"129",
"13.661","520",,
"13.664",,"129",
"13.667","516",,
"13.67",,"129",
"13.672","515",,
"13.675",,"129",
"13.678","523",,
"13.68",,"129",
"13.683","512",,
"13.686",,"129",
"13.688","520",,
"13.691",,"129",
"13.694","517",,
"13.698",,"129",
"13.7","515",,
"13.703",,"129",
"13.706","524",,
"13.708",,"129",
"13.711","512",,
"13.714",,"129",
"13.716","519",,
"13.719",,"129",
"13.722","517",,
"13.725",,"129",
"13.727","514",,
"13.73",,"129",
"13.733","524",,
"13.735",,"129",
"13.739","513",,
"13.742",,"129",
"13.744","519",,
"13.747",,"129",
"13.75","519",,
"13.753",,"129",
"13.755","514",,
"13.758",,"129",
"13.76","523",,
"13.763",,"129",
"13.766","513",,
"13.769",,"130",
"13.771","518",,
"13.774",,"130",
"13.777","519",,
"13.78",,"130",
"13.783","513",,
"13.786",,"130",
"13.788","523",,
"13.791",,"130",
"13.794","514",,
"13.797",,"130",
"13.799","518",,
"13.802",,"130",
"13.805","520",,
"13.808",,"130",
"13.81","513",,
"13.813",,"130",
"13.815","522",,
"13.818",,"130",
"13.821","514",,
"13.825",,"130",
"13.827","517",,
"13.83",,"130",
"13.833","520",,
"13.836",,"130",
"13.838","512",,
"13.841",,"130",
"13.843","522",,
"13.846",,"130",
"13.849","515",,
"13.852",,"130",
"13.854","517",,
"13.857",,"130",
"13.86","522",,
"13.863",,"130",
"13.865","512",,
"13.869",,"130",
"13.871","520",,
"13.874",,"130",
"13.877","515",,
"13.88",,"131",
"13.882","516",,
"13.885",,"131",
"13.888","522",,
"13.891",,"131",
"13.893","512",,
"13.896",,"131",
"13.898","521",,
"13.901",,"131",
"13.904","517",,
"13.907",,"131",
"13.91","516",,
"13.913",,"131",
"13.916","524",,
"13.918",,"131",
"13.921","512",,
"13.924",,"131",
"13.926","520",,
"13.929",,"131",
"13.932","517",,
"13.935",,"131",
"13.937","515",,
"13.94",,"131",
"13.943","524",,
"13.945",,"131",
"13.948","513",,
"13.952",,"131",
"13.954","520",,
"13.957",,"131",
"13.96","518",,
"13.963",,"131",
"13.965","515",,
"13.968",,"131",
"13.971","524",,
"13.973",,"131",
"13.976","512",,
"13.979",,"131",
"13.981","519",,
"13.984",,"131",
"13.987","518",,
"13.99",,"132",
"13.992","514",,
"13.996",,"132",
"13.999","524",,
"14.001",,"132",
"14.004","514",,
"14.007",,"132",
"14.009","519",,
"14.012",,"132",
"14.015","520",,
"14.018",,"132",
"14.02","514",,
"14.023",,"132",
"14.025","523",,
"14.028",,"132",
"14.031","514",,
"14.034",,"132",
"14.036","518",,
"14.04",,"132",
"14.043","520",,
"14.046",,"132",
"14.048","513",,
"14.051",,"132",
"14.053","523",,
"14.056",,"132",
"14.059","514",,
"14.062",,"132",
"14.064","518",,
"14.067",,"132",
"14.07","522",,
"14.073",,"132",
"14.075","512",,
"14.078",,"132",
"14.081","522",,
"14.084",,"132",
"14.087","514",,
"14.09",,"132",
"14.092","516",,
"14.095",,"132",
"14.098","521",,
"14.101",,"133",
"14.103","512",,
"14.106",,"133",
"14.108","521",,
"14.111",,"133",
"14.114","516",,
"14.117",,"133",
"14.119","517",,
"14.123",,"133",
"14.126","523",,
"14.129",,"133",
"14.131","512",,
"14.134",,"133",
"14.136","521",,
"14.139",,"133",
"14.142","516",,
"14.145",,"133",
"14.147","516",,
"14.15",,"133",
"14.153","523",,
"14.155",,"133",
"14.158","513",,
"14.161",,"133",
"14.163","521",,
"14.167",,"133",
"14.17","518",,
"14.173",,"133",
"14.175","516",,
"14.178",,"133",
"14.181","524",,
"14.183",,"133",
"14.186","512",,
"14.189",,"133",
"14.191","520",,
"14.194",,"133",
"14.197","518",,
"14.2",,"133",
"14.202","514",,
"14.205",,"133",
"14.209","524",,
"14.211",,"134",
"14.214","513",,
"14.217",,"134",
"14.219","520",,
"14.222",,"134",
"14.225","519",,
"14.228",,"134",
"14.23","514",,
"14.233",,"134",
"14.236","523",,
"14.238",,"134",
"14.241","513",,
"14.244",,"134",
"14.246","519",,
"14.249",,"134",
"14.253","520",,
"14.256",,"134",
"14.258","513",,
"14.261",,"134",
"14.263","524",,
"14.266",,"134",
"14.269","514",,
"14.272",,"134",
"14.274","519",,
"14.277",,"134",
"14.28","521",,
"14.283",,"134",
"14.285","513",,
"14.288",,"134",
"14.29","523",,
"14.294",,"134",
"14.297","514",,
"14.3",,"134",
"14.302","518",,
"14.305",,"134",
"14.308","521",,
"14.311",,"134",
"14.313","512",,
"14.316",,"134",
"14.318","522",,
"14.321",,"135",
"14.324","515",,
"14.327",,"135",
"14.329","518",,
"14.332",,"135",
"14.336","523",,
"14.339",,"135",
"14.341","512",,
"14.344",,"135",
"14.346","521",,
"14.349",,"135",
"14.352","516",,
"14.355",,"135",
"14.357","516",,
"14.36",,"135",
"14.363","523",,
"14.366",,"135",
"14.368","512",,
"14.371",,"135",
"14.373","521",,
"14.376",,"135",
"14.38","517",,
"14.383",,"135",
"14.385","516",,
"14.388",,"135",
"14.391","524",,
"14.393",,"135",
"14.396","512",,
"14.399",,"135",
"14.401","520",,
"14.404",,"135",
"14.407","517",,
"14.41",,"135",
"14.412","515",,
"14.415",,"135",
"14.418","524",,
"14.42",,"135",
"14.424","513",,
"14.427",,"135",
"14.429","521",,
"14.432",,"136",
"14.435","519",,
"14.438",,"136",
"14.44","515",,
"14.443",,"136",
"14.446","524",,
"14.448",,"136",
"14.451","513",,
"14.454",,"136",
"14.456","520",,
"14.459",,"136",
"14.462","519",,
"14.466",,"136",
"14.468","515",,
"14.471",,"136",
"14.474","524",,
"14.476",,"136",
"14.479","514",,
"14.482",,"136",
"14.484","519",,
"14.487",,"136",
"14.49","521",,
"14.493",,"136",
"14.495","514",,
"14.498",,"136",
"14.5","523",,
"14.503",,"136",
"14.507","514",,
"14.51",,"136",
"14.512","518",,
"14.515",,"136",
"14.518","520",,
"14.521",,"136",
"14.523","514",,
"14.526",,"136",
"14.528","523",,
"14.531",,"136",
"14.534","515",,
"14.537",,"136",
"14.539","518",,
"14.542",,"137",
"14.545","522",,
"14.548",,"137",
"14.551","513",,
"14.554",,"137",
"14.556","522",,
"14.559",,"137",
"14.562","515",,
"14.565",,"137",
"14.567","517",,
"14.57",,"137",
"14.573","522",,
"14.576",,"137",
"14.578","513",,
"14.581",,"137",
"14.583","522",,
"14.586",,"137",
"14.589","517",,
"14.593",,"137",
"14.595","517",,
"14.598",,"137",
"14.601","524",,
"14.604",,"137",
"14.606","512",,
"14.609",,"137",
"14.611","521",,
"14.614",,"137",
"14.617","517",,
"14.62",,"137",
"14.622","516",,
"14.625",,"137",
"14.628","523",,
"14.63",,"137",
"14.633","513",,
"14.637",,"137",
"14.639","521",,
"14.642",,"137",
"14.645","518",,
"14.648",,"137",
"14.65","516",,
"14.653",,"138",
"14.656","525",,
"14.658",,"138",
"14.661","513",,
"14.664",,"138",
"14.666","520",,
"14.669",,"138",
"14.672","518",,
"14.675",,"138",
"14.678","515",,
"14.681",,"138",
"14.684","525",,
"14.686",,"138",
"14.689","513",,
"14.692",,"138",
"14.694","520",,
"14.697",,"138",
"14.7","520",,
"14.703",,"138",
"14.705","515",,
"14.708",,"138",
"14.711","524",,
"14.713",,"138",
"14.716","514",,
"14.72",,"138",
"14.722","519",,
"14.725",,"138",
"14.728","520",,
"14.731",,"138",
"14.733","514",,
"14.736",,"138",
"14.739","524",,
"14.741",,"138",
"14.744","514",,
"14.747",,"138",
"14.749","520",,
"14.752",,"138",
"14.755","522",,
"14.758",,"138",
"14.76","514",,
"14.764",,"139",
"14.766","523",,
"14.769",,"139",
"14.772","515",,
"14.775",,"139",
"14.777","518",,
"14.78",,"139",
"14.783","522",,
"14.786",,"139",
"14.788","513",,
"14.791",,"139",
"14.793","523",,
"14.796",,"139",
"14.799","516",,
"14.802",,"139",
"14.804","518",,
"14.808",,"139",
"14.811","523",,
"14.814",,"139",
"14.816","513",,
"14.819",,"139",
"14.821","522",,
"14.824",,"139",
"14.827","516",,
"14.83",,"139",
"14.832","517",,
"14.835",,"139",
"14.838","523",,
"14.841",,"139",
"14.843","513",,
"14.846",,"139",
"14.849","522",,
"14.852",,"139",
"14.855","517",,
"14.858",,"139",
"14.86","517",,
"14.863",,"139",
"14.866","525",,
"14.869",,"139",
"14.871","513",,
"14.874",,"140",
"14.876","521",,
"14.879",,"140",
"14.882","518",,
"14.885",,"140",
"14.887","516",,
"14.891",,"140",
"14.894","525",,
"14.896",,"140",
"14.899","513",,
"14.902",,"140",
"14.904","521",,
"14.907",,"140",
"14.91","520",,
"14.913",,"140",
"14.915","516",,
"14.918",,"140",
"14.921","525",,
"14.923",,"140",
"14.926","513",,
"14.929",,"140",
"14.931","520",,
"14.935",,"140",
"14.938","519",,
"14.941",,"140",
"14.943","515",,
"14.946",,"140",
"14.949","524",,
"14.951",,"140",
"14.954","514",,
"14.957",,"140",
"14.959","520",,
"14.962",,"140",
"14.965","521",,
"14.968",,"140",
"14.97","515",,
"14.973",,"140",
"14.977","524",,
"14.979",,"140",
"14.982","514",,
"14.985",,"141",
"14.987","519",,
"14.99",,"141",
"14.993","521",,
"14.996",,"141",
"14.998","514",,
"15.001",,"141",
"15.003","524",,
"15.006",,"141",
"15.009","516",,
"15.012",,"141",
"15.014","519",,
"15.017",,"141",
"15.021","523",,
"15.024",,"141",
"15.026","514",,
"15.029",,"141",
"15.031","523",,
"15.034",,"141",
"15.037","516",,
"15.04",,"141",
"15.042","518",,
"15.045",,"141",
"15.048","523",,
"15.051",,"141",
"15.053","513",,
"15.056",,"141",
"15.058","523",,
"15.062",,"141",
"15.065","517",,
"15.068",,"141",
"15.07","518",,
"15.073",,"141",
"15.076","525",,
"15.079",,"141",
"15.081","513",,
"15.084",,"141",
"15.086","522",,
"15.089",,"141",
"15.092","517",,
"15.095",,"142",
"15.097","517",,
"15.1",,"142",
"15.104","525",,
"15.107",,"142",
"15.109","513",,
"15.112",,"142",
"15.114","522",,
"15.117",,"142",
"15.12","519",,
"15.123",,"142",
"15.125","517",,
"15.128",,"142",
"15.131","526",,
"15.133",,"142",
"15.136","513",,
"15.139",,"142",
"15.141","521",,
"15.144",,"142",
"15.148","519",,
"15.151",,"142",
"15.153","516",,
"15.156",,"142",
"15.159","526",,
"15.161",,"142",
"15.164","514",,
"15.167",,"142",
"15.169","521",,
"15.172",,"142",
"15.175","521",,
"15.178",,"142",
"15.18","516",,
"15.183",,"142",
"15.186","525",,
"15.188",,"142",
"15.192","514",,
"15.195",,"142",
"15.197","520",,
"15.2",,"142",
"15.203","521",,
"15.206",,"143",
"15.208","515",,
"15.211",,"143",
"15.214","525",,
"15.216",,"143",
"15.219","515",,
"15.222",,"143",
"15.224","520",,
"15.227",,"143",
"15.23","523",,
"15.234",,"143",
"15.236","515",,
"15.239",,"143",
"15.241","524",,
"15.244",,"143",
"15.247","515",,
"15.25",,"143",
"15.252","519",,
"15.255",,"143",
"15.258","523",,
"15.261",,"143",
"15.263","514",,
"15.266",,"143",
"15.268","524",,
"15.271",,"143",
"15.275","517",,
"15.278",,"143",
"15.28","519",,
"15.283",,"143",
"15.286","524",,
"15.289",,"143",
"15.291","515",,
"15.294",,"143",
"15.296","523",,
"15.299",,"143",
"15.302","517",,
"15.305",,"144",
"15.307","518",,
"15.31",,"144",
"15.313","524",,
"15.316",,"144",
"15.319","513",,
"15.322",,"144",
"15.324","523",,
"15.327",,"144",
"15.33","519",,
"15.333",,"144",
"15.335","518",,
"15.338",,"144",
"15.341","526",,
"15.344",,"144",
"15.346","513",,
"15.349",,"144",
"15.351","522",,
"15.354",,"144",
"15.357","519",,
"15.361",,"144",
"15.363","517",,
"15.366",,"144",
"15.369","526",,
"15.371",,"144",
"15.374","514",,
"15.377",,"144",
"15.379","522",,
"15.382",,"144",
"15.385","520",,
"15.388",,"144",
"15.39","517",,
"15.393",,"144",
"15.396","525",,
"15.398",,"144",
"15.401","514",,
"15.405",,"144",
"15.407","520",,
"15.41",,"144",
"15.413","520",,
"15.416",,"145",
"15.418","515",,
"15.421",,"145",
"15.424","525",,
"15.426",,"145",
"15.429","515",,
"15.432",,"145",
"15.434","521",,
"15.437",,"145",
"15.44","522",,
"15.443",,"145",
"15.446","516",,
"15.449",,"145",
"15.452","525",,
"15.454",,"145",
"15.457","515",,
"15.46",,"145",
"15.462","520",,
"15.465",,"145",
"15.468","522",,
"15.471",,"145",
"15.473","515",,
"15.476",,"145",
"15.479","524",,
"15.481",,"145",
"15.484","516",,
"15.488",,"145",
"15.49","520",,
"15.493",,"145",
"15.496","524",,
"15.499",,"145",
"15.501","515",,
"15.504",,"145",
"15.506","523",,
"15.509",,"145",
